,Date,Post patch?,Post patch pipette R,PCR cycles,Time spent extracting cytosol,Time spent retracting pipette,patch duration,Picogreen conc. (pg/uL),Picogreen yield (pg),BA conc. >400 (pg/uL),Ratio >400/total,SM_QC_PF,recording duration,post patch class
4588,2017-11-13,nucleus_present,1500.0,21.0,0.36666667,2.1,6.51666667,3028.0,36334.0,339.504,,pass,4.05,Nucleated
4589,2017-11-13,nucleus_present,900.0,21.0,0.48333333,2.5,6.35,3403.0,40830.0,415.232,,pass,3.36666667,Nucleated
4590,2017-11-13,nucleus_present,2000.0,21.0,0.98333333,2.1,8.73333333,1682.0,20181.0,137.025,,pass,5.65,Nucleated
4592,2017-11-13,nucleus_present,1000.0,21.0,1.26666667,0.0,7.36666667,1719.0,20633.0,173.85,,fail,6.1,Nucleated
4595,2017-11-13,nucleus_present,1000.0,21.0,1.1,0.01666667,5.5,1608.0,19299.0,563.584,,pass,4.38333333,Nucleated
4596,2017-11-13,nucleus_present,1000.0,21.0,0.98333333,0.38333333,4.96666667,1201.0,14410.0,262.136,,fail,3.60000001,Nucleated
4597,2017-11-13,nucleus_present,1400.0,21.0,1.45,3.55,9.73333333,828.0,9936.0,228.904,,pass,4.73333333,Nucleated
4599,2017-11-13,nucleus_present,1000.0,21.0,1.53333333,2.98333333,10.6333333,1378.0,16530.0,458.81,,pass,6.11666664,Nucleated
4601,2017-11-14,nucleus_present,500.0,21.0,0.65,1.78333333,8.78333333,1112.0,13345.0,166.124,,pass,6.35,Nucleated
4602,2017-11-14,nucleus_present,1000.0,21.0,0.58333333,1.48333333,9.8,1445.0,17341.0,381.57,,pass,7.73333334,Nucleated
4608,2017-11-14,nucleus_present,2000.0,21.0,0.63333333,1.85,7.55,1730.0,20760.0,170.027,,fail,5.06666667,Nucleated
4609,2017-11-14,nucleus_present,2000.0,21.0,0.63333333,1.6,6.33333333,2363.0,28358.0,206.668,,pass,4.1,Nucleated
4610,2017-11-14,nucleus_present,1000.0,21.0,0.81666667,0.65,8.13333333,1071.0,12849.0,297.022,,pass,6.66666666,Nucleated
4613,2017-11-14,nucleus_present,3000.0,21.0,0.61666667,2.8,8.15,2123.0,25471.0,509.652,,pass,4.73333333,Nucleated
4614,2017-11-14,nucleus_present,1300.0,21.0,0.41666667,1.61666667,6.51666667,1587.0,19040.0,276.354,,pass,4.48333333,Nucleated
4615,2017-11-14,nucleus_present,500.0,21.0,0.46666667,2.31666667,9.85,1167.0,13999.0,235.287,,pass,7.06666666,Nucleated
4616,2017-11-14,nucleus_present,1000.0,21.0,0.5,2.48333333,9.3,923.0,11080.0,260.049,,pass,6.31666667,Nucleated
4623,2017-11-15,nucleus_present,2500.0,21.0,0.26666667,1.83333333,8.96666667,2544.0,30528.0,283.616,,pass,6.86666667,Nucleated
4624,2017-11-15,nucleus_present,1500.0,21.0,0.63333333,1.75,8.53333333,1556.0,18670.0,596.862,,pass,6.15,Nucleated
4625,2017-11-15,nucleus_present,1500.0,21.0,0.41666667,1.5,7.78333333,2146.0,25755.0,235.476,,pass,5.86666666,Nucleated
4626,2017-11-15,nucleus_present,2200.0,21.0,0.46666667,1.63333333,6.55,2465.0,29575.0,203.71,,pass,4.45,Nucleated
4627,2017-11-15,nucleus_present,2000.0,21.0,0.35,1.53333333,6.58333333,1372.0,16463.0,347.49,,pass,4.7,Nucleated
4628,2017-11-15,nucleus_present,1300.0,21.0,0.46666667,1.66666667,8.31666667,871.0,10451.0,348.099,,pass,6.18333333,Nucleated
4630,2017-11-15,nucleus_present,2000.0,21.0,0.45,1.73333333,6.58333333,764.0,9169.0,304.794,,pass,4.4,Nucleated
4631,2017-11-15,nucleus_present,1000.0,21.0,0.36666667,1.73333333,5.33333333,723.0,8677.0,248.93,,pass,3.23333333,Nucleated
4632,2017-11-15,nucleus_present,1300.0,21.0,0.31666667,1.5,5.93333333,1764.0,21162.0,1199.052,,pass,4.11666666,Nucleated
4634,2017-11-15,nucleus_present,1000.0,21.0,0.56666667,1.91666667,9.21666667,200.0,2394.0,69.525,,fail,6.73333333,Nucleated
4637,2017-11-15,nucleus_present,1000.0,21.0,0.63333333,0.0,6.63333333,1633.0,19602.0,371.588,,pass,6.0,Nucleated
4638,2017-11-15,nucleus_present,1000.0,21.0,0.83333333,0.0,6.96666667,1061.0,12728.0,368.885,,pass,6.13333334,Nucleated
4641,2017-11-15,nucleus_present,2000.0,21.0,1.41666667,0.0,5.81666667,1087.0,13047.0,559.245,,pass,4.4,Nucleated
4648,2017-11-16,nucleus_present,1000.0,21.0,1.05,1.15,8.55,2130.0,25555.0,678.241,,pass,6.35,Nucleated
4649,2017-11-16,nucleus_present,1000.0,21.0,0.81666667,1.65,9.45,855.0,10257.0,347.839,,pass,6.98333333,Nucleated
